canister_id,project,type,token_name,token_symbol,notes
v45ah-qaaaa-aaaar-qbtoa-cai,ODIN.fun,token,WBTCO•ID•JDHI•ODIN,WBTCO•ID•JDHI•ODIN,Token: WBTCO•ID•JDHI•ODIN (WBTCO•ID•JDHI•ODIN)
v5k3q-eqaaa-aaaag-at47a-cai,Unknown,backend,,,Frontend: https://v5k3q-eqaaa-aaaag-at47a-cai.icp0.io
v5k47-biaaa-aaaar-qby7a-cai,ODIN.fun,token,BLESSINGS•ID•MSGF•ODIN,BLESSINGS•ID•MSGF•ODIN,Token: BLESSINGS•ID•MSGF•ODIN (BLESSINGS•ID•MSGF•ODIN)
v6fh6-xaaaa-aaaak-qudfa-cai,Unknown,backend,,,Frontend: https://v6fh6-xaaaa-aaaak-qudfa-cai.ic0.app
v76zi-jyaaa-aaaar-qaotq-cai,Unknown,backend,,,Frontend: https://v76zi-jyaaa-aaaar-qaotq-cai.icp0.io
v7ink-pyaaa-aaaar-qarwa-cai,ODIN.fun,token,ODINBAND•ID•YJZS•ODIN,ODINBAND•ID•YJZS•ODIN,Token: ODINBAND•ID•YJZS•ODIN (ODINBAND•ID•YJZS•ODIN)
v7jhw-eiaaa-aaaag-auesq-cai,Unknown,backend,,,Frontend: https://v7jhw-eiaaa-aaaag-auesq-cai.ic0.app
v7o2k-baaaa-aaaas-qcmoa-cai,Unknown,backend,,,Frontend: https://v7o2k-baaaa-aaaas-qcmoa-cai.ic0.app
va7jy-iyaaa-aaaae-qc3nq-cai,Unknown,backend,,,Frontend: https://va7jy-iyaaa-aaaae-qc3nq-cai.ic0.app
vagbx-5yaaa-aaaab-qbzoq-cai,Unknown,backend,,,Frontend: https://vagbx-5yaaa-aaaab-qbzoq-cai.ic0.app
vauzd-zqaaa-aaaal-ams2q-cai,Unknown,backend,,,Frontend: https://vauzd-zqaaa-aaaal-ams2q-cai.icp0.io
vbxrd-eiaaa-aaaao-a4jhq-cai,Unknown,backend,,,Frontend: https://vbxrd-eiaaa-aaaao-a4jhq-cai.ic0.app
vbxzv-kaaaa-aaaaq-aabla-cai,Unknown,backend,,,Frontend: https://vbxzv-kaaaa-aaaaq-aabla-cai.ic0.app
vcb5p-aaaaa-aaaak-qudha-cai,Unknown Token,token,Speedy Gonzales,GONZALE,Token: Speedy Gonzales (GONZALE)
vcxhs-jyaaa-aaaan-qzzla-cai,Unknown,backend,,,Frontend: https://vcxhs-jyaaa-aaaan-qzzla-cai.icp0.io
veu67-vyaaa-aaaak-qt4xa-cai,Unknown Token,token,Optimism,OPM,Token: Optimism (OPM)
vftfq-viaaa-aaaam-aefua-cai,Unknown,backend,,,Frontend: https://vftfq-viaaa-aaaam-aefua-cai.ic0.app
vfu7d-vyaaa-aaaap-aajiq-cai,Unknown,backend,,,Frontend: https://vfu7d-vyaaa-aaaap-aajiq-cai.icp0.io
vfwbg-eaaaa-aaaan-qzzlq-cai,Unknown,backend,,,Frontend: https://vfwbg-eaaaa-aaaan-qzzlq-cai.ic0.app
vgbso-kaaaa-aaaap-ablqq-cai,Unknown,backend,,,Frontend: https://vgbso-kaaaa-aaaap-ablqq-cai.icp0.io
vgfrr-tyaaa-aaaaf-qayna-cai,Unknown,backend,,,Frontend: https://vgfrr-tyaaa-aaaaf-qayna-cai.ic0.app
vgwxx-jqaaa-aaaao-a4jha-cai,Unknown,backend,,,Frontend: https://vgwxx-jqaaa-aaaao-a4jha-cai.icp0.io
vh6pm-faaaa-aaaae-qc3na-cai,Unknown,backend,,,Frontend: https://vh6pm-faaaa-aaaae-qc3na-cai.icp0.io
vhdh5-naaaa-aaaak-qt3ka-cai,Unknown Token,token,Ripple,XRP,Token: Ripple (XRP)
vhhhd-qaaaa-aaaab-qbzoa-cai,Unknown,backend,,,Frontend: https://vhhhd-qaaaa-aaaab-qbzoa-cai.icp0.io
vhy4c-kyaaa-aaaar-qbtmq-cai,ODIN.fun,token,ODINEYE•ID•WFKD•ODIN,ODINEYE•ID•WFKD•ODIN,Token: ODINEYE•ID•WFKD•ODIN (ODINEYE•ID•WFKD•ODIN)
vi5vh-wyaaa-aaaan-qizxa-cai,Unknown Token,token,QRO,Querio,Token: QRO (Querio)
vi6cu-aiaaa-aaaad-aad7q-cai,Unknown,backend,,,Frontend: https://vi6cu-aiaaa-aaaad-aad7q-cai.ic0.app
viiha-gqaaa-aaaae-qfe4q-cai,Unknown,backend,,,Frontend: https://viiha-gqaaa-aaaae-qfe4q-cai.icp0.io
vil43-piaaa-aaaal-qsibq-cai,Unknown,backend,,,Frontend: https://vil43-piaaa-aaaal-qsibq-cai.ic0.app
vj2rk-riaaa-aaaar-qbtnq-cai,ODIN.fun,token,ODINPANDA•ID•DLES•ODIN,ODINPANDA•ID•DLES•ODIN,Token: ODINPANDA•ID•DLES•ODIN (ODINPANDA•ID•DLES•ODIN)
vjaac-vaaaa-aaaah-araza-cai,Unknown,backend,,,Frontend: https://vjaac-vaaaa-aaaah-araza-cai.icp0.io
vjbkv-wqaaa-aaaak-qt3la-cai,Unknown Token,token,BNB,BNB,Token: BNB (BNB)
vjeb2-miaaa-aaaac-qalya-cai,Unknown,backend,,,Frontend: https://vjeb2-miaaa-aaaac-qalya-cai.ic0.app
vjuap-uaaaa-aaaah-aq2zq-cai,Unknown,backend,,,Frontend: https://vjuap-uaaaa-aaaah-aq2zq-cai.ic0.app
vjxs7-pyaaa-aaaal-ams3a-cai,Unknown,backend,,,Frontend: https://vjxs7-pyaaa-aaaal-ams3a-cai.ic0.app
vkjlh-aiaaa-aaaas-qcmnq-cai,Unknown,backend,,,Frontend: https://vkjlh-aiaaa-aaaas-qcmnq-cai.icp0.io
vkp4h-oqaaa-aaaar-qarvq-cai,ODIN.fun,token,FLOKI•ID•HVWX•ODIN,FLOKI•ID•HVWX•ODIN,Token: FLOKI•ID•HVWX•ODIN (FLOKI•ID•HVWX•ODIN)
vkzif-iqaaa-aaaar-qaoqa-cai,Ordi Trade,token,BEAVIS•AND•BUTTHEAD•RUNE,BEAVIS.OT,Token: BEAVIS•AND•BUTTHEAD•RUNE (BEAVIS.OT)
vlydf-daaaa-aaaad-qhola-cai,Unknown,backend,,,Frontend: https://vlydf-daaaa-aaaad-qhola-cai.icp0.io
vmdqh-3qaaa-aaaak-qudga-cai,Unknown,backend,,,Frontend: https://vmdqh-3qaaa-aaaak-qudga-cai.ic0.app
vmzfr-oyaaa-aaaad-qholq-cai,Unknown,backend,,,Frontend: https://vmzfr-oyaaa-aaaad-qholq-cai.ic0.app
vnmo4-eiaaa-aaaar-qbuqa-cai,Unknown Token,token,COMPUTE•COMPETE•CONQUER•POW,COMPUTE•COMPETE•CONQUER•POW,Token: COMPUTE•COMPETE•CONQUER•POW (COMPUTE•COMPETE•CONQUER•POW)
vno2t-diaaa-aaaar-qarva-cai,ODIN.fun,token,AIDEX•ID•AZNX•ODIN,AIDEX•ID•AZNX•ODIN,Token: AIDEX•ID•AZNX•ODIN (AIDEX•ID•AZNX•ODIN)
vnrqu-jiaaa-aaaap-qhirq-cai,Unknown,backend,,,Frontend: https://vnrqu-jiaaa-aaaap-qhirq-cai.ic0.app
vo3x6-4qaaa-aaaar-qbtna-cai,ODIN.fun,token,ODINPANDA•ID•WREH•ODIN,ODINPANDA•ID•WREH•ODIN,Token: ODINPANDA•ID•WREH•ODIN (ODINPANDA•ID•WREH•ODIN)
vobgw-yyaaa-aaaah-arazq-cai,Unknown,backend,,,Frontend: https://vobgw-yyaaa-aaaah-arazq-cai.ic0.app
vohsx-syaaa-aaaaf-qamya-cai,Unknown,backend,,,Frontend: https://vohsx-syaaa-aaaaf-qamya-cai.ic0.app
vopxt-5qaaa-aaaar-qajnq-cai,Unknown,backend,,,Frontend: https://vopxt-5qaaa-aaaar-qajnq-cai.icp0.io
vovb7-uaaaa-aaaak-quqpq-cai,Unknown Token,token,test,TEST,Token: test (TEST)
vpmlg-nyaaa-aaaar-qby4a-cai,ODIN.fun,token,WOLF•ID•GZFH•ODIN,WOLF•ID•GZFH•ODIN,Token: WOLF•ID•GZFH•ODIN (WOLF•ID•GZFH•ODIN)
vpujf-diaaa-aaaak-que3a-cai,Unknown Token,token,Dash,DASH,Token: Dash (DASH)
vqpn6-liaaa-aaaal-qsq3q-cai,Unknown Token,token,BetaOhShii,BetaOHSHII,Token: BetaOhShii (BetaOHSHII)
vrah3-raaaa-aaaap-qadxq-cai,Unknown,backend,,,No accessible frontend
vrkac-uiaaa-aaaar-qarxa-cai,ODIN.fun,token,AOT•ID•GRMI•ODIN,AOT•ID•GRMI•ODIN,Token: AOT•ID•GRMI•ODIN (AOT•ID•GRMI•ODIN)
vs7np-lqaaa-aaaar-qbtpa-cai,Unknown Token,token,FUZZY•PARROT•POW,FUZZY•PARROT•POW,Token: FUZZY•PARROT•POW (FUZZY•PARROT•POW)
vsawo-riaaa-aaaab-qbznq-cai,Unknown,backend,,,Frontend: https://vsawo-riaaa-aaaab-qbznq-cai.ic0.app
vsb57-wqaaa-aaaac-qal2q-cai,Unknown,backend,,,Frontend: https://vsb57-wqaaa-aaaac-qal2q-cai.icp0.io
vsdig-fyaaa-aaaaf-qam2a-cai,Unknown,backend,,,Frontend: https://vsdig-fyaaa-aaaaf-qam2a-cai.icp0.io
vuem3-liaaa-aaaag-aaorq-cai,Unknown,backend,,,No accessible frontend
vujxd-xaaaa-aaaar-qby6q-cai,ODIN.fun,token,ODINWOLF•ID•ADDY•ODIN,ODINWOLF•ID•ADDY•ODIN,Token: ODINWOLF•ID•ADDY•ODIN (ODINWOLF•ID•ADDY•ODIN)
vulgu-fiaaa-aaaaa-qakhq-cai,Unknown,backend,,,Frontend: https://vulgu-fiaaa-aaaaa-qakhq-cai.icp0.io
vurva-zqaaa-aaaak-quezq-cai,Unknown Token,token,MAP Technical Forecasting ,MAPTF,Token: MAP Technical Forecasting  (MAPTF)
vvbq2-4qaaa-aaaab-qbzna-cai,Unknown,backend,,,Frontend: https://vvbq2-4qaaa-aaaab-qbzna-cai.icp0.io
vvcos-iaaaa-aaaaf-qam2q-cai,Unknown,backend,,,Frontend: https://vvcos-iaaaa-aaaaf-qam2q-cai.ic0.app
vwjsz-6qaaa-aaaar-qbusq-cai,FomoWell,token,NEWMO•ID•PUMF•WELL,NEWMO•ID•PUMF•WELL,Token: NEWMO•ID•PUMF•WELL (NEWMO•ID•PUMF•WELL)
vwlgw-zqaaa-aaaar-qarxq-cai,ODIN.fun,token,ODINWOLF•ID•YMCS•ODIN,ODINWOLF•ID•YMCS•ODIN,Token: ODINWOLF•ID•YMCS•ODIN (ODINWOLF•ID•YMCS•ODIN)
vxkom-oyaaa-aaaar-qafda-cai,Unknown,backend,,,Frontend: https://vxkom-oyaaa-aaaar-qafda-cai.ic0.app
vyibc-jqaaa-aaaag-auesa-cai,Unknown,backend,,,Frontend: https://vyibc-jqaaa-aaaag-auesa-cai.icp0.io
vyjl6-caaaa-aaaar-qarwq-cai,ODIN.fun,token,ODINNATOR•ID•YKVG•ODIN,ODINNATOR•ID•YKVG•ODIN,Token: ODINNATOR•ID•YKVG•ODIN (ODINNATOR•ID•YKVG•ODIN)
vyqeo-cyaaa-aaaak-qt4va-cai,Unknown Token,token,Jupiter,JUP,Token: Jupiter (JUP)
w2iwm-tqaaa-aaaar-qbl5a-cai,ODIN.fun,token,ODINDOG•ID•UZAY•ODIN,ODINDOG•ID•UZAY•ODIN,Token: ODINDOG•ID•UZAY•ODIN (ODINDOG•ID•UZAY•ODIN)
w5jqy-6iaaa-aaaar-qbl5q-cai,ODIN.fun,token,FLFWORL•ID•PUFE•ODIN,FLFWORL•ID•PUFE•ODIN,Token: FLFWORL•ID•PUFE•ODIN (FLFWORL•ID•PUFE•ODIN)
w5t77-riaaa-aaaaj-a2mda-cai,Unknown Token,token,Graveyard Trespasser,GRAVE,Token: Graveyard Trespasser (GRAVE)
w5uys-oiaaa-aaaam-aeomq-cai,Unknown,backend,,,Frontend: https://w5uys-oiaaa-aaaam-aeomq-cai.icp0.io
w66j2-gqaaa-aaaar-qbmaq-cai,ODIN.fun,token,PIXELODIN•ID•BNVB•ODIN,PIXELODIN•ID•BNVB•ODIN,Token: PIXELODIN•ID•BNVB•ODIN (PIXELODIN•ID•BNVB•ODIN)
w6i5y-aqaaa-aaaar-qbtfa-cai,ODIN.fun,token,FROLD•ID•SKGQ•ODIN,FROLD•ID•SKGQ•ODIN,Token: FROLD•ID•SKGQ•ODIN (FROLD•ID•SKGQ•ODIN)
w7utx-iaaaa-aaaal-ajhja-cai,Unknown,backend,,,Frontend: https://w7utx-iaaaa-aaaal-ajhja-cai.ic0.app
wa4hy-xiaaa-aaaal-qsqtq-cai,Unknown,backend,,,Frontend: https://wa4hy-xiaaa-aaaal-qsqtq-cai.ic0.app
wb36l-piaaa-aaaar-qbu2a-cai,Unknown Token,token,RECYCLE•POW•WJRP,RECYCLE•POW•WJRP,Token: RECYCLE•POW•WJRP (RECYCLE•POW•WJRP)
wbia3-pyaaa-aaaae-qfx7q-cai,Unknown,backend,,,Frontend: https://wbia3-pyaaa-aaaae-qfx7q-cai.icp0.io
wbiq3-3iaaa-aaaae-abn4q-cai,Unknown,backend,,,Frontend: https://wbiq3-3iaaa-aaaae-abn4q-cai.ic0.app
wbnkj-jiaaa-aaaar-qbl7q-cai,ODIN.fun,token,ODINBTC•ID•ZLOQ•ODIN,ODINBTC•ID•ZLOQ•ODIN,Token: ODINBTC•ID•ZLOQ•ODIN (ODINBTC•ID•ZLOQ•ODIN)
wbp6g-oiaaa-aaaar-qao2q-cai,ODIN.fun,token,RODARMOR•ID•QFQW•ODIN,RODARMOR•ID•QFQW•ODIN,Token: RODARMOR•ID•QFQW•ODIN (RODARMOR•ID•QFQW•ODIN)
wc2tl-rqaaa-aaaar-qbmcq-cai,ODIN.fun,token,AIBTC•ID•LLXA•ODIN,AIBTC•ID•LLXA•ODIN,Token: AIBTC•ID•LLXA•ODIN (AIBTC•ID•LLXA•ODIN)
wch3b-bqaaa-aaaam-aejtq-cai,Unknown,backend,,,Frontend: https://wch3b-bqaaa-aaaam-aejtq-cai.icp0.io
wcx4w-qiaaa-aaaak-qt3bq-cai,Unknown,backend,,,Frontend: https://wcx4w-qiaaa-aaaak-qt3bq-cai.ic0.app
wdg5e-zaaaa-aaaal-ajyoq-cai,Unknown,backend,,,Frontend: https://wdg5e-zaaaa-aaaal-ajyoq-cai.ic0.app
we25f-laaaa-aaaar-qbywq-cai,Unknown Token,token,VEGAS•POW•PMQP,VEGAS•POW•PMQP,Token: VEGAS•POW•PMQP (VEGAS•POW•PMQP)
weh3q-uyaaa-aaaal-ajyoa-cai,Unknown,backend,,,Frontend: https://weh3q-uyaaa-aaaal-ajyoa-cai.icp0.io
wf3v7-4iaaa-aaaar-qbmca-cai,ODIN.fun,token,ODINPUP•ID•YRPU•ODIN,ODINPUP•ID•YRPU•ODIN,Token: ODINPUP•ID•YRPU•ODIN (ODINPUP•ID•YRPU•ODIN)
wfg5v-miaaa-aaaam-aejta-cai,Unknown,backend,,,Frontend: https://wfg5v-miaaa-aaaam-aejta-cai.ic0.app
wfreu-uaaaa-aaaaf-qamsq-cai,Unknown,backend,,,Frontend: https://wfreu-uaaaa-aaaaf-qamsq-cai.icp0.io
wfs24-aqaaa-aaaab-qbzfa-cai,Unknown,backend,,,Frontend: https://wfs24-aqaaa-aaaab-qbzfa-cai.ic0.app
wgjwp-wqaaa-aaaae-abn4a-cai,Unknown,backend,,,Frontend: https://wgjwp-wqaaa-aaaae-abn4a-cai.icp0.io
wgmm5-eqaaa-aaaar-qbl7a-cai,ODIN.fun,token,FROGS•ID•KYLC•ODIN,FROGS•ID•KYLC•ODIN,Token: FROGS•ID•KYLC•ODIN (FROGS•ID•KYLC•ODIN)
wgoys-dqaaa-aaaar-qao2a-cai,ODIN.fun,token,HALFIN•ID•SQWL•ODIN,HALFIN•ID•SQWL•ODIN,Token: HALFIN•ID•SQWL•ODIN (HALFIN•ID•SQWL•ODIN)
wh5bm-2qaaa-aaaal-qsqta-cai,Unknown,backend,,,Frontend: https://wh5bm-2qaaa-aaaal-qsqta-cai.icp0.io
whdfs-saaaa-aaaao-awh4a-cai,Unknown,backend,,,Frontend: https://whdfs-saaaa-aaaao-awh4a-cai.ic0.app
whhuk-7yaaa-aaaal-adw6a-cai,Unknown,backend,,,Frontend: https://whhuk-7yaaa-aaaal-adw6a-cai.ic0.app
whmtv-xyaaa-aaaaj-qnp4q-cai,Unknown,backend,,,Frontend: https://whmtv-xyaaa-aaaaj-qnp4q-cai.icp0.io
whv6z-pqaaa-aaaao-a27vq-cai,Unknown,backend,,,Frontend: https://whv6z-pqaaa-aaaao-a27vq-cai.ic0.app
whvge-5iaaa-aaaak-qudmq-cai,Unknown Token,token,Over,OVER,Token: Over (OVER)
wialm-miaaa-aaaac-anpkq-cai,Unknown,backend,,,Frontend: https://wialm-miaaa-aaaac-anpkq-cai.ic0.app
wimv2-yaaaa-aaaar-qao3a-cai,ODIN.fun,token,PIZZA•ID•EVQD•ODIN,PIZZA•ID•EVQD•ODIN,Token: PIZZA•ID•EVQD•ODIN (PIZZA•ID•EVQD•ODIN)
wiobv-7aaaa-aaaar-qbl6a-cai,ODIN.fun,token,FWCDBTC•ID•LOMT•ODIN,FWCDBTC•ID•LOMT•ODIN,Token: FWCDBTC•ID•LOMT•ODIN (FWCDBTC•ID•LOMT•ODIN)
wix4s-3yaaa-aaaam-qepcq-cai,Unknown,backend,,,Frontend: https://wix4s-3yaaa-aaaam-qepcq-cai.ic0.app
wiyvx-zaaaa-aaaar-qbu3q-cai,ODIN.fun,token,FHXY•ID•NKQP•ODIN,FHXY•ID•NKQP•ODIN,Token: FHXY•ID•NKQP•ODIN (FHXY•ID•NKQP•ODIN)
wjbrr-paaaa-aaaan-qzzbq-cai,Unknown,backend,,,Frontend: https://wjbrr-paaaa-aaaan-qzzbq-cai.ic0.app
wjevh-6iaaa-aaaam-aef6a-cai,Unknown,backend,,,Frontend: https://wjevh-6iaaa-aaaam-aef6a-cai.icp0.io
wjn62-tqaaa-aaaad-qhoaa-cai,Unknown,backend,,,Frontend: https://wjn62-tqaaa-aaaad-qhoaa-cai.ic0.app
wlpmv-byaaa-aaaar-qbtgq-cai,ODIN.fun,token,MEDUSA•ID•AXYS•ODIN,MEDUSA•ID•AXYS•ODIN,Token: MEDUSA•ID•AXYS•ODIN (MEDUSA•ID•AXYS•ODIN)
wltj4-pqaaa-aaaaf-qamtq-cai,Unknown,backend,,,Frontend: https://wltj4-pqaaa-aaaaf-qamtq-cai.icp0.io
wluxk-gaaaa-aaaak-qt3aa-cai,Unknown Token,token,TBTC,TBTC,Token: TBTC (TBTC)
wlzyx-hyaaa-aaaar-qbmda-cai,ODIN.fun,token,ODINSOL•ID•BFRL•ODIN,ODINSOL•ID•BFRL•ODIN,Token: ODINSOL•ID•BFRL•ODIN (ODINSOL•ID•BFRL•ODIN)
wmfwj-2aaaa-aaaam-aejsq-cai,Unknown,backend,,,Frontend: https://wmfwj-2aaaa-aaaam-aejsq-cai.icp0.io
wmq2b-baaaa-aaaal-acata-cai,Unknown,backend,,,Frontend: https://wmq2b-baaaa-aaaal-acata-cai.icp0.io
wmrra-wyaaa-aaaab-qbzeq-cai,Unknown,backend,,,Frontend: https://wmrra-wyaaa-aaaab-qbzeq-cai.icp0.io
wmspi-ciaaa-aaaaf-qamta-cai,Unknown,backend,,,Frontend: https://wmspi-ciaaa-aaaaf-qamta-cai.ic0.app
wmy6d-kaaaa-aaaar-qbmdq-cai,ODIN.fun,token,ODINDAO•ID•TQNF•ODIN,ODINDAO•ID•TQNF•ODIN,Token: ODINDAO•ID•TQNF•ODIN (ODINDAO•ID•TQNF•ODIN)
wnajc-baaaa-aaaaq-aabba-cai,Unknown,backend,,,Frontend: https://wnajc-baaaa-aaaaq-aabba-cai.ic0.app
wnzwz-5iaaa-aaaar-qbyxa-cai,Unknown Token,token,THE•BITCOIN•BARBIE•POW•XFTJ,THE•BITCOIN•BARBIE•POW•XFTJ,Token: THE•BITCOIN•BARBIE•POW•XFTJ (THE•BITCOIN•BARBIE•POW•XFTJ)
woaxf-cyaaa-aaaan-qzzba-cai,Unknown,backend,,,Frontend: https://woaxf-cyaaa-aaaan-qzzba-cai.icp0.io
woftt-tqaaa-aaaam-aef6q-cai,Unknown,backend,,,Frontend: https://woftt-tqaaa-aaaam-aef6q-cai.ic0.app
wopyj-bqaaa-aaaaj-qnp5a-cai,Unknown,backend,,,Frontend: https://wopyj-bqaaa-aaaaj-qnp5a-cai.ic0.app
wpbny-bqaaa-aaaac-anpka-cai,Unknown,backend,,,Frontend: https://wpbny-bqaaa-aaaac-anpka-cai.icp0.io
wpbra-2iaaa-aaaak-qui4a-cai,Unknown Token,token,newversion,NEW,Token: newversion (NEW)
wpnto-vyaaa-aaaar-qao3q-cai,ODIN.fun,token,RATS•ID•JXIT•ODIN,RATS•ID•JXIT•ODIN,Token: RATS•ID•JXIT•ODIN (RATS•ID•JXIT•ODIN)
wpphb-syaaa-aaaar-qbl6q-cai,ODIN.fun,token,BITBULL•ID•VCZO•ODIN,BITBULL•ID•VCZO•ODIN,Token: BITBULL•ID•VCZO•ODIN (BITBULL•ID•VCZO•ODIN)
wpsi7-7aaaa-aaaai-acpzq-cai,Unknown,backend,,,Frontend: https://wpsi7-7aaaa-aaaai-acpzq-cai.raw.icp0.io
wpztd-uyaaa-aaaar-qbu3a-cai,ODIN.fun,token,APPLE•ID•IPZB•ODIN,APPLE•ID•IPZB•ODIN,Token: APPLE•ID•IPZB•ODIN (APPLE•ID•IPZB•ODIN)
wq4es-5aaaa-aaaar-qbmbq-cai,ODIN.fun,token,BTCPIZZA•ID•ILSZ•ODIN,BTCPIZZA•ID•ILSZ•ODIN,Token: BTCPIZZA•ID•ILSZ•ODIN (BTCPIZZA•ID•ILSZ•ODIN)
wqkqq-3aaaa-aaaar-qbtea-cai,ODIN.fun,token,WBTC•ID•HJBW•ODIN,WBTC•ID•HJBW•ODIN,Token: WBTC•ID•HJBW•ODIN (WBTC•ID•HJBW•ODIN)
wqz7g-liaaa-aaaak-qcdhq-cai,Unknown,backend,,,Frontend: https://wqz7g-liaaa-aaaak-qcdhq-cai.icp0.io
wsafh-6qaaa-aaaal-adw5q-cai,Unknown,backend,,,Frontend: https://wsafh-6qaaa-aaaal-adw5q-cai.ic0.app
wsunx-zyaaa-aaaap-aikha-cai,Unknown,backend,,,Frontend: https://wsunx-zyaaa-aaaap-aikha-cai.ic0.app
wt5js-dyaaa-aaaar-qbuza-cai,Unknown Token,token,PROOF•OF•PEPE•POW•OGEG,PROOF•OF•PEPE•POW•OGEG,Token: PROOF•OF•PEPE•POW•OGEG (PROOF•OF•PEPE•POW•OGEG)
wtgsn-eaaaa-aaaak-qt47q-cai,Unknown Token,token,Test1,TJJFJ,Token: Test1 (TJJFJ)
wtinm-wqaaa-aaaai-q3vua-cai,Unknown,backend,,,Frontend: https://wtinm-wqaaa-aaaai-q3vua-cai.icp0.io
wtl5q-fyaaa-aaaar-qbl4q-cai,ODIN.fun,token,UDUCKLING•ID•WHRZ•ODIN,UDUCKLING•ID•WHRZ•ODIN,Token: UDUCKLING•ID•WHRZ•ODIN (UDUCKLING•ID•WHRZ•ODIN)
wuenf-aqaaa-aaaak-qui6q-cai,Unknown Token,token,IcPurr,ICPURR,Token: IcPurr (ICPURR)
wujxq-qqaaa-aaaaj-qazca-cai,Unknown,backend,,,Frontend: https://wujxq-qqaaa-aaaaj-qazca-cai.raw.icp0.io
wuxto-yaaaa-aaaam-aeona-cai,Unknown,backend,,,Frontend: https://wuxto-yaaaa-aaaam-aeona-cai.ic0.app
wvhvv-zyaaa-aaaag-qccaa-cai,Unknown,backend,,,Frontend: https://wvhvv-zyaaa-aaaag-qccaa-cai.icp0.io
wwfvh-3yaaa-aaaaq-aabdq-cai,Unknown,backend,,,Frontend: https://wwfvh-3yaaa-aaaaq-aabdq-cai.ic0.app
wwxyl-6iaaa-aaaal-ajhiq-cai,Unknown,backend,,,Frontend: https://wwxyl-6iaaa-aaaal-ajhiq-cai.ic0.app
wx5cg-qyaaa-aaaar-qbmba-cai,ODIN.fun,token,FARTTRUMP•ID•REHJ•ODIN,FARTTRUMP•ID•REHJ•ODIN,Token: FARTTRUMP•ID•REHJ•ODIN (FARTTRUMP•ID•REHJ•ODIN)
wxiix-2iaaa-aaaag-audfa-cai,Unknown,backend,,,Frontend: https://wxiix-2iaaa-aaaag-audfa-cai.ic0.app
wxlwe-wyaaa-aaaar-qbteq-cai,ODIN.fun,token,BITEAGLES•ID•CPLR•ODIN,BITEAGLES•ID•CPLR•ODIN,Token: BITEAGLES•ID•CPLR•ODIN (BITEAGLES•ID•CPLR•ODIN)
wxqn3-raaaa-aaaak-qt3ca-cai,Unknown Token,token,SIbY,SIB,Token: SIbY (SIB)
wz7po-liaaa-aaaar-qbmaa-cai,ODIN.fun,token,ODINBOT•ID•GIJQ•ODIN,ODINBOT•ID•GIJQ•ODIN,Token: ODINBOT•ID•GIJQ•ODIN (ODINBOT•ID•GIJQ•ODIN)
wzj3m-niaaa-aaaar-qbtfq-cai,ODIN.fun,token,DDDD•ID•IXND•ODIN,DDDD•ID•IXND•ODIN,Token: DDDD•ID•IXND•ODIN (DDDD•ID•IXND•ODIN)
x2fsk-zqaaa-aaaar-qbtda-cai,ODIN.fun,token,YCOIN•ID•LLGI•ODIN,YCOIN•ID•LLGI•ODIN,Token: YCOIN•ID•LLGI•ODIN (YCOIN•ID•LLGI•ODIN)
x2tgi-7qaaa-aaaar-qbmgq-cai,Unknown Token,token,FIFA•FRACTAL,871652:697,Token: FIFA•FRACTAL (871652:697)
x2zxd-xyaaa-aaaaf-qamwa-cai,Unknown,backend,,,Frontend: https://x2zxd-xyaaa-aaaaf-qamwa-cai.ic0.app
x37vk-uqaaa-aaaag-aao5a-cai,Unknown,backend,,,No accessible frontend
x3sos-iyaaa-aaaar-qbysa-cai,ODIN.fun,token,BTCHAO•ID•QKYV•ODIN,BTCHAO•ID•QKYV•ODIN,Token: BTCHAO•ID•QKYV•ODIN (BTCHAO•ID•QKYV•ODIN)
x3z4f-raaaa-aaaal-ajhpa-cai,Unknown,backend,,,Frontend: https://x3z4f-raaaa-aaaal-ajhpa-cai.ic0.app
x47td-maaaa-aaaaj-a2ajq-cai,Unknown,backend,,,Frontend: https://x47td-maaaa-aaaaj-a2ajq-cai.icp0.io
x4tig-faaaa-aaaar-qbysq-cai,ODIN.fun,token,BTCHACD•ID•CPDX•ODIN,BTCHACD•ID•CPDX•ODIN,Token: BTCHACD•ID•CPDX•ODIN (BTCHACD•ID•CPDX•ODIN)
x4y2r-4yaaa-aaaal-ajhpq-cai,Unknown,backend,,,Frontend: https://x4y2r-4yaaa-aaaal-ajhpq-cai.ic0.app
x5eu6-uiaaa-aaaar-qbtdq-cai,ODIN.fun,token,UFYC•ID•LTFP•ODIN,UFYC•ID•LTFP•ODIN,Token: UFYC•ID•LTFP•ODIN (UFYC•ID•LTFP•ODIN)
x5pgj-nqaaa-aaaal-ajm6q-cai,Unknown,backend,,,Frontend: https://x5pgj-nqaaa-aaaal-ajm6q-cai.icp0.io
x5sa4-siaaa-aaaar-qbmga-cai,Unknown,backend,,,Frontend: https://x5sa4-siaaa-aaaar-qbmga-cai.ic0.app
x5yrx-2aaaa-aaaaf-qamwq-cai,Unknown,backend,,,Frontend: https://x5yrx-2aaaa-aaaaf-qamwq-cai.icp0.io
x6hnr-nqaaa-aaaar-qao6a-cai,ODIN.fun,token,ODINRAVEN•ID•PZON•ODIN,ODINRAVEN•ID•PZON•ODIN,Token: ODINRAVEN•ID•PZON•ODIN (ODINRAVEN•ID•PZON•ODIN)
